parcel_address,stop_name,distance
4900-40 FRANKFORD AVE,Frankford Av & Harrison St ,0.00
4800 FRANKFORD AVE,Frankford Av & Foulkrod St ,0.00
1600 FRANKFORD AVE,Frankford Av & Oxford St,0.00
4500 FRANKFORD AVE,Frankford Av & Sellers St ,0.00
4400 FRANKFORD AVE,Frankford Av & Unity St ,0.00
4300-02 FRANKFORD AVE,Frankford Av & Church St ,0.00
2450 CASTOR AVE,Castor Av & Gaul St,0.00
2620 CASTOR AVE,Castor Av & Thompson St,0.00
3798 RICHMOND ST,Richmond St & Butler St ,0.00
2450 WAKELING ST,Lefevre St & Pearce St - FS,0.00
4530 RIDGE AVE,Ridge Av & School House Ln - MBFS,0.00
4442 RIDGE AVE,Ridge Av & Merrick Rd - MBNS,0.00
300 N 8TH ST,8th St & Vine St ,0.00
822-38 CHESTNUT ST,9th St & Chestnut St ,0.00
726 KENILWORTH AVE,Godfrey Av & Franklin St - MBNS,0.00
4270-72 FRANKFORD AVE,Frankford Av & Ruan St - MBNS,0.00
4098 FRANKFORD AVE,Frankford Av & Womrath St ,0.00
4098 FRANKFORD AVE,Frankford Av & Adams Av ,0.00
3990 FRANKFORD AVE,Frankford Av & Jasper St,0.00
3900 FRANKFORD AVE,Frankford Av & Pike St ,0.00
3800 FRANKFORD AVE,Frankford Av & Buckius St - FS,0.00
3800 FRANKFORD AVE,Frankford Av & Valetta St ,0.00
2065 E GLENWOOD AVE,Frankford Av & Glenwood Av ,0.00
3700 FRANKFORD AVE,Frankford Av & Castor Av ,0.00
3600 FRANKFORD AVE,Frankford Av & Venango St ,0.00
3500 FRANKFORD AVE,Frankford Av & Tioga St ,0.00
3400-42 FRANKFORD AVE,Frankford Av & Ontario St,0.00
3300 FRANKFORD AVE,Frankford Av & Westmoreland St ,0.00
3200 FRANKFORD AVE,Frankford Av & Allegheny Av ,0.00
3100 FRANKFORD AVE,Frankford Av & Clearfield St ,0.00
3052 FRANKFORD AVE,Frankford Av & Elkhart St ,0.00
3000 FRANKFORD AVE,Frankford Av & Orleans St ,0.00
2900 FRANKFORD AVE,Frankford Av & Cambria St ,0.00
2800 FRANKFORD AVE,Frankford Av & Somerset St ,0.00
2600 FRANKFORD AVE,Frankford Av & Huntingdon St ,0.00
2532 AMBER ST,Frankford Av & Sergeant St ,0.00
2500-06 FRANKFORD AVE,Frankford Av & Cumberland St,0.00
2442 FRANKFORD AVE,Frankford Av & Hagert St ,0.00
2400 FRANKFORD AVE,Frankford Av & York St ,0.00
2300 FRANKFORD AVE,Frankford Av & Dauphin St ,0.00
2200-08 FRANKFORD AVE,Frankford Av & Susquehanna Av ,0.00
2000 FRANKFORD AVE,Frankford Av & Norris St ,0.00
1830 FRANKFORD AVE,Frankford Av & Berks St ,0.00
1800 FRANKFORD AVE,Frankford Av & Montgomery Av ,0.00
1734-58 FRANKFORD AVE,Frankford Av & Palmer St ,0.00
1115 GERMANTOWN AVE,2nd St & Germantown Av,0.00
1002-20 N 2ND ST,2nd St & Wildley St ,0.00
900-04 N 2ND ST,2nd St & Poplar St ,0.00
800 N 2ND ST,2nd St & Brown St ,0.00
700 N 2ND ST,2nd St & Fairmount Av ,0.00
500-08 N 2ND ST,2nd St & Noble St ,0.00
412-26 N 2ND ST,2nd St & Callowhill St ,0.00
300 N 2ND ST,2nd St & Vine St ,0.00
205-09 RACE ST,2nd St & Race St ,0.00
100 N 2ND ST,2nd St & Arch St ,0.00
1 FRANKLIN TOWN BLVD,17th St & Franklin Town Blvd ,0.00
7800 CITY AVE,Ward Av & Airport Rd - MBFS,0.30
1500 S 32ND ST,Dickinson St & 32nd St,0.00
1500 S 32ND ST,32nd St & Tasker St,0.00
1601 S 33RD ST,32nd St & Morris St,0.00
1700 S 31ST ST,Morris St & 31st St,0.00
3000 MORRIS ST,Morris St & 30th St,0.00
1701-37 S HOLLYWOOD ST,Morris St & 29th St,0.00
1700 S 28TH ST,Morris St & 28th St,0.00
1701 S 28TH ST,Morris St & 27th St,0.00
2600 MORRIS ST,Morris St & 26th St,0.00
1701 S 25TH ST,Morris St & 25th St,0.00
1700 S 24TH ST,Morris St & 24th St,0.00
1700 S 23RD ST,Morris St & 23rd St,0.00
1700 S 22ND ST,Morris St & 22nd St,0.00
1700 S 21ST ST,Morris St & 21st St,0.00
1900-02 MORRIS ST,Morris St & 19th St,0.00
1800 MORRIS ST,Morris St & 18th St,0.00
1700 MORRIS ST,Morris St & 17th St,0.00
1700 S 16TH ST,Morris St & 16th St,0.00
1500 MORRIS ST,Morris St & 15th St,0.00
1300 MORRIS ST,Morris St & 13th St,0.00
1700 E PASSYUNK AVE,Morris St & 12th St,0.00
1700 S 11TH ST,Morris St & 11th St,0.00
1700 S 10TH ST,Morris St & 10th St,0.00
900-04 MORRIS ST,Morris St & 9th St,0.00
1700 S 8TH ST,Morris St & 8th St,0.00
1700 S 6TH ST,Morris St & 6th St,0.00
1700 S 5TH ST,Morris St & 5th St,0.00
1700 S 4TH ST,Morris St & 4th St,0.00
1700 E MOYAMENSING AVE,Morris St & Moyamensing Av,0.00
1700 S 2ND ST,Morris St & 2nd St,0.00
100 MORRIS ST,Morris St & Front St,0.00
1600-28 S CHRISTOPHER COLUMBUS BLVD,Tasker St & Columbus Blvd,0.00
1651 S CHRISTOPHER COLUMBUS BLVD,Pier 70 Blvd & Columbus Blvd - FS,0.00
1541 S 2ND ST,Tasker St & 2nd St,0.00
1539 E MOYAMENSING AVE,Tasker St & Moyamensing Av,0.00
1539 S 4TH ST,Tasker St & 4th St,0.00
1541 S 5TH ST,Tasker St & 5th St,0.00
1537 S 6TH ST,Tasker St & 6th St,0.00
1541 S 8TH ST,Tasker St & 8th St,0.00
1539 S 9TH ST,Tasker St & 9th St,0.00
1537 S 10TH ST,Tasker St & 10th St,0.00
1537 S 11TH ST,Tasker St & 11th St,0.00
1145 TASKER ST,Tasker St & 12th St,0.00
1549 S 13TH ST,Tasker St & 13th St,0.00
1443 TASKER ST,Tasker St & 15th St,0.00
1551 S 16TH ST,Tasker St & 16th St,0.00
1501 S 17TH ST,Tasker St & 17th St,0.00
1739 TASKER ST,Tasker St & 18th St,0.00
1549 S 19TH ST,Tasker St & 19th St,0.00
1941 TASKER ST,Tasker St & 20th St,0.00
2061 TASKER ST,Tasker St & 21st St,0.00
2243 TASKER ST,Tasker St & 23rd St,0.00
1541 S 24TH ST,Tasker St & 24th St,0.00
1515-33 S 25TH ST,Tasker St & 25th St,0.00
1549 S 26TH ST,Tasker St & 26th St,0.00
2639-43 TASKER ST,Tasker St & 27th St,0.00
1553 S 28TH ST,Tasker St & 28th St,0.00
1549 S 29TH ST,Tasker St & 29th St,0.00
1555 S 30TH ST,Tasker St & 30th St,0.00
1547 S 31ST ST,Tasker St & 31st St,0.00
3139 TASKER ST,Tasker St & 32nd St,0.00
2417 S 11TH ST,11th St & Moyamensing Av,0.00
2800 SNYDER AVE,Snyder Av & 28th St ,0.00
2710-24 SNYDER AVE,Snyder Av & 27th St ,0.00
2100 S 26TH ST,Snyder Av & 26th St ,0.00
2500 SNYDER AVE,Snyder Av & 25th St,0.00
2100 S 24TH ST,Snyder Av & 24th St ,0.00
2300 SNYDER AVE,Snyder Av & 23rd St ,0.00
2200-14 SNYDER AVE,Snyder Av & 22nd St ,0.00
2100 S 21ST ST,Snyder Av & 21st St ,0.00
2100 S 19TH ST,Snyder Av & 19th St ,0.00
2100 S 18TH ST,Snyder Av & 18th St ,0.00
2100-02 S 17TH ST,Snyder Av & 17th St ,0.00
1530 SNYDER AVE,Snyder Av & Mole St,0.00
2100 S 15TH ST,Snyder Av & 15th St ,0.00
2101 S BROAD ST,Snyder Av & 13th St ,0.00
1200 SNYDER AVE,Snyder Av & 12th St ,0.00
1100-02 SNYDER AVE,Snyder Av & 11th St ,0.00
1000 SNYDER AVE,Snyder Av & 10th St ,0.00
2100 S 9TH ST,Snyder Av & 9th St ,0.00
2100 S 8TH ST,Snyder Av & 8th St ,0.00
700 SNYDER AVE,Snyder Av & 7th St ,0.00
2100 S 6TH ST,Snyder Av & 6th St ,0.00
500 SNYDER AVE,Snyder Av & 5th St ,0.00
2101-03 S 4TH ST,Snyder Av & 4th St - FS,0.00
300 SNYDER AVE,Snyder Av & 3rd St ,0.00
200 SNYDER AVE,Snyder Av & 2nd St ,0.00
100 SNYDER AVE,Snyder Av & Front St ,0.00
30-48 SNYDER AVE,Snyder Av & Water St - MBFS,0.00
30-48 SNYDER AVE,Snyder Av & Swanson St ,0.00
2106R S CHRISTOPHER COLUMBUS BLVD,Snyder Av & Dilworth St - MBNS,0.00
2000 S CHRISTOPHER COLUMBUS BLVD,Dilworth St & Synder St - FS,0.00
1916 S CHRISTOPHER COLUMBUS BLVD,Dilworth St & Delaware Av ,0.00
2000 S CHRISTOPHER COLUMBUS BLVD,Snyder Av & Dillworth St ,0.00
2001 S SWANSON ST,Snyder Av & Swanson St,0.00
31-49 SNYDER AVE,Snyder Av & Water St ,0.00
101 SNYDER AVE,Snyder Av & Front St,0.00
153 SNYDER AVE,Snyder Av & 2nd St ,0.00
2039 E MOYAMENSING AVE,Snyder Av & Moyamensing Av,0.00
2039 S 5TH ST,Snyder Av & 5th St ,0.00
2039 S 6TH ST,Snyder Av & 6th St ,0.00
2039 S 7TH ST,Snyder Av & 7th St ,0.00
2025-31 S 8TH ST,Snyder Av & 8th St ,0.00
2047 S 9TH ST,Snyder Av & 9th St ,0.00
929-41 SNYDER AVE,Snyder Av & 10th St ,0.00
1047 SNYDER AVE,Snyder Av & 11th St ,0.00
1151 SNYDER AVE,Snyder Av & 12th St ,0.00
1247 SNYDER AVE,Snyder Av & 13th St ,0.00
1445 SNYDER AVE,Snyder Av & 15th St,0.00
2101 S 16TH ST,Snyder Av & 16th St,0.00
1629 SNYDER AVE,Snyder Av & 17th St ,0.00
2049 S 19TH ST,Snyder Av & 19th St ,0.00
1943-49 SNYDER AVE,Snyder Av & 20th St ,0.00
2065 SNYDER AVE,Snyder Av & 21st St ,0.00
2049 S 22ND ST,Snyder Av & 22nd St ,0.00
2049 S 23RD ST,Snyder Av & 23rd St ,0.00
2047 S 24TH ST,Snyder Av & 24th St ,0.00
2459 SNYDER AVE,Snyder Av & 25th St ,0.00
2649 SNYDER AVE,Snyder Av & 27th St ,0.00
2749 SNYDER AVE,Snyder Av & 28th St ,0.00
2843 SNYDER AVE,Snyder Av & 29th St ,0.00
2900 SNYDER AVE,29th St & Winton St ,0.00
2653 S 8TH ST,Oregon Av & 8th St ,0.00
2603 S 9TH ST,9th St & Shunk St ,0.00
836 PORTER ST,9th St & Porter St ,0.00
844 RITNER ST,9th St & Ritner St,0.00
2301 S 9TH ST,9th St & Wolf St ,0.00
844 JACKSON ST,9th St & Jackson St ,0.00
2101 S 9TH ST,9th St & Snyder Av ,0.00
2001 S 9TH ST,9th St & McKean St ,0.00
1901 S 9TH ST,9th St & Mifflin St ,0.00
1801 S 9TH ST,9th St & Moore St ,0.00
1701 S 9TH ST,9th St & Morris St ,0.00
1601 S 9TH ST,9th St & Tasker St ,0.00
1501 S 9TH ST,9th St & Dickinson St ,0.00
1401-15 S 9TH ST,9th St & Reed St ,0.00
848 WHARTON ST,9th St & Wharton St ,0.00
1201 S 9TH ST,9th St & Federal St ,0.00
1143 S 9TH ST,9th St & Ellsworth St ,0.00
1001-05 S 9TH ST,9th St & Carpenter St ,0.00
801 S 9TH ST,9th St & Catherine St ,0.00
735 S 9TH ST,9th St & Fitzwater St ,0.00
701 S 9TH ST,9th St & Bainbridge St ,0.00
601 S 9TH ST,9th St & South St ,0.00
844-46 LOMBARD ST,9th St & Lombard St ,0.00
834 PINE ST,9th St & Pine St ,0.00
801-49 PINE ST,9th St & Spruce St ,0.00
850 LOCUST ST,9th St & Locust St ,0.00
800-34 WALNUT ST,9th St & Walnut St ,0.00
27 N 9TH ST,9th St & Arch St,0.00
711 RACE ST,Franklin St & Race St - FS,0.00
650 FAIRMOUNT AVE,7th St & Wallace St ,0.00
442-62 N 8TH ST,8th St & Noble St ,0.00
400 W SCHOOL HOUSE LN,School House Ln & Morris St ,0.00
300 W SCHOOL HOUSE LN,School House Ln & Pulaski Av ,0.00
240 W CHELTEN AVE,Pulaski Av & Chelten Av ,0.00
5600 BAYNTON ST,Baynton St & Armat St ,0.00
5501 HEISKELL ST,Baynton St & Church Ln ,0.00
1122-24 S 8TH ST,8th St & Passyunk Av,0.00
330 OREGON AVE,Oregon Av & 5th St - FS,0.00
100 PACKER AVE,Front St & Packer Av - FS,0.00
300 PACKER AVE,Packer Av & 3rd St ,0.00
3101 S 3RD ST,Packer Av & Front St - MBNS,0.00
2653 S 2ND ST,Oregon Av & 2nd St ,0.00
2655 S 3RD ST,Oregon Av & 3rd St ,0.00
300 SHUNK ST,Oregon Av & 4th St ,0.00
5350 BELFIELD AVE,Belfield Av & Penn St - MBNS,0.00
345-47 E PENN ST,Belfield Av & Penn St ,0.00
5138 BELFIELD AVE,Belfield Av & Armstrong St,0.00
5100 BELFIELD AVE,Belfield Av & Wister St ,0.00
1901 LINDLEY AVE,Belfield Av & 20th St ,0.00
2651 S 9TH ST,Oregon Av & 9th St ,0.00
2653 S 11TH ST,Oregon Av & 11th St ,0.00
2655 S 12TH ST,Oregon Av & 12th St ,0.00
2647 S 13TH ST,Oregon Av & 13th St ,0.00
2651 S 15TH ST,Oregon Av & 15th St ,0.00
2651 S 16TH ST,Oregon Av & 16th St ,0.00
2651 S 17TH ST,Oregon Av & 17th St ,0.00
2655 S 18TH ST,Oregon Av & 18th St ,0.00
1901 OREGON AVE,Oregon Av & 19th St - FS,0.00
1862 LINDLEY AVE,Lindley Av & Belfield Av - FS,0.00
2001-53 OREGON AVE,Oregon Av & 21st St ,0.00
1800 LINDLEY AVE,Lindley Av & Ogontz Av ,0.00
5000 N 17TH ST,Lindley Av & 17th St ,0.00
1500 LINDLEY AVE,Lindley Av & 15th St ,0.00
2113-29 OREGON AVE,Oregon Av & 22nd St,0.00
2301 OREGON AVE,Oregon Av & 23rd St - FS,0.00
5017 N BROAD ST,Lindley Av & Old York Rd ,0.00
5000 N 13TH ST,Lindley Av & 13th St ,0.00
1200 LINDLEY AVE,Lindley Av & 12th St ,0.00
1100 LINDLEY AVE,Lindley Av & 11th St ,0.00
1000 LINDLEY AVE,Lindley Av & 10th St ,0.00
900-14 LINDLEY AVE,Lindley Av & 9th St ,0.00
5060 N 8TH ST,Lindley Av & 8th St ,0.00
5064 N 7TH ST,Lindley Av & 7th St ,0.00
600 LINDLEY AVE,Lindley Av & 6th St ,0.00
400 LINDLEY AVE,Lindley Av & 4th St ,0.00
300 LINDLEY AVE,Lindley Av & 3rd St ,0.00
5105 N 2ND ST,2nd St & Lindley Av - FS,0.00
198 W DUNCANNON AVE,2nd St & Duncannon Av ,0.00
5263 N 2ND ST,2nd St & Fisher Av ,0.00
3201 S 63RD ST,63rd St & Passyunk Av - FS,0.00
5254 MASCHER ST,Fisher Av & Mascher St ,0.00
3140 S 61ST ST,63rd St & Passyunk Av - MBFS,0.00
5244 N FRONT ST,Fisher Av & Front St ,0.00
142 E FISHER AVE,Fisher Av & A St ,0.00
6290 EASTWICK AVE,63rd St & Eastwick Av ,0.00
6260 LINDBERGH BLVD,63rd St & Lindbergh Blvd ,0.00
2661 S 62ND ST,62nd St & Dicks Av ,0.00
2601 S 62ND ST,62nd St & Buist Av,0.00
2501 S 62ND ST,62nd St & Elmwood Av ,0.00
2401 S 62ND ST,62nd St & Grays Av ,0.00
2231 S 62ND ST,62nd St & Paschall Av ,0.00
6000 WOODLAND AVE,62nd St & Woodland Av,0.00
2101 S 58TH ST,58th St & Greenway Av ,0.00
5739 CHESTER AVE,58th St & Chester Av - FS,0.00
1801 S 58TH ST,58th St & Springfield Av ,0.00
1701 S 58TH ST,58th St & Warrington Av ,0.00
1601 S 58TH ST,58th St & Florence Av ,0.00
5748 WILLOWS AVE,58th St & Willows Av ,0.00
1401 S 58TH ST,58th St & Whitby Av ,0.00
5738 THOMAS AVE,58th St & Thomas Av ,0.00
1201-03 S 58TH ST,58th St & Hoffman Av,0.00
898 ADAMS AVE,Adams Av & Roosevelt Blvd - FS,0.00
930 ADAMS AVE,Adams Av & Arrott St ,0.00
5756-74 BALTIMORE AVE,58th St & Baltimore Av ,0.00
4657 CASTOR AVE,Adams Av & Castor Av - FS,0.00
5601 BALTIMORE AVE,57th St & Baltimore Av - FS,0.00
973 ORTHODOX ST,Adams Av & Orthodox St ,0.00
5652 CATHARINE ST,57th St & Catherine St ,0.00
1614-16 ORTHODOX ST,Orthodox St & Paul St ,0.00
5648 CEDAR AVE,57th St & Cedar Av ,0.00
1672 ORTHODOX ST,Orthodox St & Hedge St ,0.00
501 S 57TH ST,57th St & Larchwood Av ,0.00
5650 PINE ST,57th St & Pine St ,0.00
5624 SPRUCE ST,57th St & Spruce St ,0.00
251 S 57TH ST,57th St & Locust St ,0.00
5644-46 WALNUT ST,57th St & Walnut St ,0.00
5638-52 CHESTNUT ST,57th St & Chestnut St ,0.00
59 N 56TH ST,56th St & Arch St ,0.00
5548-58 RACE ST,56th St & Race St ,0.00
251 N 56TH ST,56th St & Vine St ,0.00
5601-55 VINE ST,Vine St & 57th St ,0.00
1746-48 ORTHODOX ST,Orthodox St & Mulberry St ,0.00
5630-40 WYALUSING AVE,57th St & Haverford Av - FS,0.00
5642 W GIRARD AVE,57th St & Girard Av ,0.00
1257 N 57TH ST,57th St & Thompson St ,0.00
1339 N 57TH ST,57th St & Master St ,0.00
1469 N 57TH ST,57th St & Media St ,0.00
5642 LANSDOWNE AVE,57th St & Lansdowne Av ,0.00
5650 STEWART ST,57th St & Stewart St - FS,0.00
1755 N 57TH ST,57th St & Jefferson St ,0.00
5700 LANCASTER AVE,Oxford St & 57th St - FS,0.00
1832 ORTHODOX ST,Orthodox St & Tackawanna St ,0.00
2040 ORTHODOX ST,Orthodox St  & Torresdale Av ,0.00
5669 W BERKS ST,57th St & Upland Way - FS,0.00
2048 N 57TH ST,58th St & Lebanon Av ,0.00
5724 MALVERN AVE,58th St & Malvern  Av ,0.00
5760 WOODCREST AVE,58th St & Woodcrest Av ,0.00
5845 WOODCREST AVE,Woodcrest Av & Hobart St ,0.00
5893 WOODCREST AVE,Woodcrest Av & 59th St ,0.00
5898 WOODBINE AVE,59th St & Woodbine Av ,0.00
2333-41 N 59TH ST,59th St & Drexel Rd ,0.00
5985 DREXEL RD,Drexel Rd & Upland Way ,0.00
6260 CITY AVE,City Av & 63rd St ,0.00
6376-78 CITY AVE,Lancaster Av & Church Rd - Philadelphia,0.00
6376-78 CITY AVE,City Av & Lancaster Av - FS,0.00
6300 CITY AVE,City Av & 63rd St ,0.00
5800 CITY AVE,Cardinal Av & Overbrook Av,0.00
5800 CITY AVE,Overbrook Av & 58th St - FS,0.00
5869 OVERBROOK AVE,Overbrook Av & 59th St ,0.00
5901 DREXEL RD,59th St & Drexel Rd ,0.00
5900 DREXEL RD,59th St & Woodbine Av ,0.00
5901 MALVERN AVE,59th St & Malvern Av,0.00
5840 MALVERN AVE,Malvern Av & Hobart St ,0.00
5800 MALVERN AVE,Malvern Av & 58th St ,0.00
5700 MALVERN AVE,Malvern Av & 57th St ,0.00
5701 LEBANON AVE,57th St & Lebanon Av ,0.00
2001-07 N WANAMAKER ST,57th St & Upland Way ,0.00
1845 N 59TH ST,Oxford St & 59th St - FS,0.00
5700 W OXFORD ST,Oxford St & 57th St,0.00
5610 LANCASTER AVE,56th St & Lancaster Av - FS,0.00
5610 LANCASTER AVE,56th St & Jefferson St ,0.00
5601 STEWART ST,56th St & Stewart  St ,0.00
5601 LANSDOWNE AVE,56th St & Lansdowne Av ,0.00
1500 N 56TH ST,56th St & Media St ,0.00
5601 MASTER ST,56th St & Master St ,0.00
1300 N 56TH ST,56th St & Thompson St ,0.00
5601 W GIRARD AVE,56th St & Girard Av ,0.00
5601 WYALUSING AVE,56th St & Wyalusing Av ,0.00
5601 HAVERFORD AVE,56th St & Haverford Av,0.00
5600-54 VINE ST,56th St & Vine St - FS,0.00
5601-07 RACE ST,56th St & Race St ,0.00
5601 ARCH ST,56th St & Arch St ,0.00
5601 WALNUT ST,56th St & Walnut St ,0.00
248 S 56TH ST,56th St & Locust St ,0.00
5601 SPRUCE ST,56th St & Spruce St ,0.00
5601 PINE ST,56th St & Pine St ,0.00
448 S 56TH ST,56th St & Larchwood Av ,0.00
5601 CEDAR AVE,56th St & Cedar Av ,0.00
646 S 56TH ST,56th St & Catherine St ,0.00
850 S 56TH ST,56th St & Washington Av ,0.00
5800-02 BALTIMORE AVE,58th St & Baltimore Av - FS,0.00
1143 COBBS CREEK PKWY,58th St & Hoffman Av ,0.00
1236 S 58TH ST,58th St & Thomas Av ,0.00
1300 S 58TH ST,58th St & Whitby Av ,0.00
1438 S 58TH ST,58th St & Willows Av ,0.00
1538 S 58TH ST,58th St & Florence Av ,0.00
5801 WARRINGTON AVE,58th St & Warrington Av ,0.00
5801 SPRINGFIELD AVE,58th St & Springfield Av ,0.00
5800 CHESTER AVE,58th St & Chester Av - FS,0.00
5800 CHESTER AVE,58th St & Kingsessing Av ,0.00
2100 S 58TH ST,58th St & Greenway Av ,0.00
6200 WOODLAND AVE,62nd St & Woodland Av - FS,0.00
2238 S 62ND ST,62nd St & Paschall Av ,0.00
6201 GRAYS AVE,62nd St & Grays Av ,0.00
6201 ELMWOOD AVE,62nd St & Elmwood Av ,0.00
6201 BUIST AVE,62nd St & Buist Av ,0.00
2658 S 62ND ST,62nd St & Dicks Av ,0.00
2800 S 63RD ST,63rd St & Eastwick Av ,0.00
6301-15 W PASSYUNK AVE,63rd St & Passyunk Av - 2,0.00
6110 W PASSYUNK AVE,Passyunk Av & 61st St,0.00
2700 W PASSYUNK AVE,Passyunk Av & 28th St - FS,0.00
2200 OREGON AVE,Oregon Av & 24th St - FS,0.00
2200 OREGON AVE,Oregon Av & 23rd St ,0.00
2200 OREGON AVE,Oregon Av & 22nd St,0.00
2700 S 18TH ST,Oregon Av & 18th St ,0.00
1700 OREGON AVE,Oregon Av & 17th St ,0.00
2700 S 16TH ST,Oregon Av & 16th St ,0.00
1501 W MOYAMENSING AVE,Oregon Av & 15th St ,0.00
900 OREGON AVE,Oregon Av & 9th St ,0.00
2700 S 8TH ST,Oregon Av & 8th St ,0.00
3422 S FRONT ST,Front St & Pattison Av,0.00
3501 S 3RD ST,Pattison Av & 3rd St ,0.00
3309 S GALLOWAY ST,Pattison Av & Galloway St - FS,0.00
3525 S LAWRENCE ST,Pattison Av & Lawrence St ,0.00
600 PACKER AVE,7th St & Packer Av ,0.00
600 PACKER AVE,Packer Av & Lawrence St ,0.00
2230 ISLAND AVE,Main St & Mill St ,0.01
4701 MULBERRY ST,Margaret St & Mulberry St ,0.00
4701 TACKAWANNA ST,Margaret St & Tackawanna St ,0.00
4701-03 DUFFIELD ST,Margaret St & Duffield St ,0.00
1647 MARGARET ST,Margaret St & Darrah St ,0.00
947 ARROTT ST,Arrott St & Adams Av ,0.00
905 ADAMS AVE,Adams Av & Ramona Av ,0.00
853 ADAMS AVE,Adams Av & Roosevelt Blvd ,0.00
5165 C ST,C St & Ashdale St ,0.00
201 E FISHER AVE,Fisher Av & A St ,0.00
5301-15 N FRONT ST,Fisher Av & Front St ,0.00
141 W FISHER AVE,Fisher Av & Mascher St ,0.00
5250 N 2ND ST,2nd St & Fisher Av - FS,0.00
201 W DUNCANNON AVE,2nd St & Duncannon Av ,0.00
201 LINDLEY AVE,2nd St & Lindley Av ,0.00
267 LINDLEY AVE,Lindley Av & 3rd St ,0.00
325 LINDLEY AVE,Lindley Av & 4th St ,0.00
561 LINDLEY AVE,Lindley Av & 6th St ,0.00
825 LINDLEY AVE,Lindley Av & 9th St ,0.00
933 LINDLEY AVE,Lindley Av & 10th St ,0.00
641 LINDLEY AVE,Lindley Av & Franklin St,0.00
5101 N 11TH ST,Lindley Av & 11th St ,0.00
1700 W OLNEY AVE,Ogontz Av & Olney Av - FS,0.00
5101-07 N 12TH ST,Lindley Av & 12th St ,0.00
1229 LINDLEY AVE,Lindley Av & 13th St ,0.00
5101 N 15TH ST,Lindley Av & 15th St ,0.00
1537 LINDLEY AVE,Lindley Av & 16th St ,0.00
5100 N 16TH ST,Lindley Av & Ogontz Av,0.00
1901 LINDLEY AVE,Lindley Av & Belfield Av,0.00
2101 W CLARKSON AVE,Belfield Av & 20th St - FS,0.00
5101 BELFIELD AVE,Belfield Av & Wister St - FS,0.00
5115-39 BELFIELD AVE,Belfield Av & Armstrong St,0.00
5223-29 BELFIELD AVE,Belfield Av & Armstrong St - MBFS,0.00
400 E PENN ST,Belfield Av & Penn St,0.00
5337-39 BELFIELD AVE,Belfield Av & Church Ln - MBNS,0.00
340 CHURCH LN,Belfield Av & Church Ln ,0.00
5501 HEISKELL ST,Baynton St & Morton St - FS,0.00
5565 BAYNTON ST,Baynton St & Armat St ,0.00
8350 EXECUTIVE AVE,Executive Av & Escort Av,0.00
8401 EXECUTIVE AVE,Escort Av & Island Av ,0.00
8500 ESSINGTON AVE,Island Av & Penrose Av - MBNS,0.00
1900 POLLOCK ST,Moyamensing Av & Pollock St ,0.00
2800 S 16TH ST,Moyamensing Av & 16th St ,0.00
1500-22 W MOYAMENSING AVE,Moyamensing Av & 15th St ,0.00
2901 S 10TH ST,10th St & Bigler St ,0.00
1501 W MOYAMENSING AVE,Moyamensing Av & 15th St ,0.00
2739 S 16TH ST,Moyamensing Av & 16th St ,0.00
1637 W MOYAMENSING AVE,Moyamensing Av & 17th St ,0.00
216 S 48TH ST,48th St & Locust St ,0.00
4801 SPRUCE ST,48th St & Spruce St ,0.00
4801-05 PINE ST,48th St & Pine St ,0.00
456 S 48TH ST,48th St & Larchwood Av,0.00
538 S 48TH ST,48th St & Hazel Av ,0.00
560 S 48TH ST,48th St & Cedar Av ,0.00
636 S 48TH ST,48th St & Baltimore Av ,0.00
4900 BALTIMORE AVE,49th St & Baltimore Av - FS,0.00
722 S 49TH ST,49th St & Florence Av ,0.00
834 S 49TH ST,49th St & Warrington Av ,0.00
942 S 49TH ST,49th St & Springfield Av ,0.00
1100 S 49TH ST,49th St & Chester Av - FS,0.00
4901 KINGSESSING AVE,49th St & Kingsessing Av ,0.00
1262 S 49TH ST,49th St & Greenway Av ,0.00
3600 GRAYS FERRY AVE,Grays Ferry Av & Grove St - MBNS,0.00
3500 GRAYS FERRY AVE,Grays Ferry Av & 35th St,0.00
1200 S 34TH ST,Grays Ferry Av & 34th St ,0.00
1300 S 33RD ST,Wharton St & 33rd St ,0.00
3200 WHARTON ST,Wharton St & 32nd St ,0.00
3100-50 WHARTON ST,Wharton St & 31st St ,0.00
3126 W ALLEGHENY AVE,Allegheny Av & Napa St,0.00
2400 WASHINGTON AVE,Washington Av & 24th St,0.00
2300 WASHINGTON AVE,Washington Av & 23rd St ,0.00
2200-38 WASHINGTON AVE,Washington Av & 22nd St ,0.00
2100 WASHINGTON AVE,Washington Av & 21st St ,0.00
1900 WASHINGTON AVE,Washington Av & 19th St ,0.00
1800 WASHINGTON AVE,Washington Av & 18th St ,0.00
1700-06 WASHINGTON AVE,Washington Av & 17th St ,0.00
1600-30 WASHINGTON AVE,Washington Av & 16th St ,0.00
1500-18 WASHINGTON AVE,Washington Av & 15th St ,0.00
1200-06 WASHINGTON AVE,Washington Av & 12th St ,0.00
1100 WASHINGTON AVE,Washington Av & 11th St ,0.00
1000 WASHINGTON AVE,Washington Av & 10th St ,0.00
900 WASHINGTON AVE,Washington Av & 9th St ,0.00
800 WASHINGTON AVE,Washington Av & 8th St ,0.00
1100 S 7TH ST,Washington Av & 7th St ,0.00
600-36 WASHINGTON AVE,Washington Av & 6th St ,0.00
