geoname,geoid,total
"Block Group 1, Census Tract 1014, Allegheny County, Pennsylvania",1500000US420031014001,1105
"Block Group 4, Census Tract 1014, Allegheny County, Pennsylvania",1500000US420031014004,721
"Block Group 1, Census Tract 1019, Allegheny County, Pennsylvania",1500000US420031019001,998
"Block Group 1, Census Tract 1102, Allegheny County, Pennsylvania",1500000US420031102001,666
"Block Group 1, Census Tract 1106, Allegheny County, Pennsylvania",1500000US420031106001,1013
"Block Group 1, Census Tract 1113, Allegheny County, Pennsylvania",1500000US420031113001,713
"Block Group 4, Census Tract 1113, Allegheny County, Pennsylvania",1500000US420031113004,630
"Block Group 1, Census Tract 1115, Allegheny County, Pennsylvania",1500000US420031115001,1284
"Block Group 1, Census Tract 1203, Allegheny County, Pennsylvania",1500000US420031203001,883
"Block Group 2, Census Tract 1209, Allegheny County, Pennsylvania",1500000US420031209002,980
"Block Group 1, Census Tract 1306, Allegheny County, Pennsylvania",1500000US420031306001,1010
"Block Group 2, Census Tract 1307, Allegheny County, Pennsylvania",1500000US420031307002,803
"Block Group 2, Census Tract 1308, Allegheny County, Pennsylvania",1500000US420031308002,885
"Block Group 2, Census Tract 1401, Allegheny County, Pennsylvania",1500000US420031401002,1921
"Block Group 1, Census Tract 1411, Allegheny County, Pennsylvania",1500000US420031411001,1339
"Block Group 3, Census Tract 1412, Allegheny County, Pennsylvania",1500000US420031412003,1342
"Block Group 3, Census Tract 1413, Allegheny County, Pennsylvania",1500000US420031413003,2051
"Block Group 3, Census Tract 1414, Allegheny County, Pennsylvania",1500000US420031414003,1033
"Block Group 1, Census Tract 1516, Allegheny County, Pennsylvania",1500000US420031516001,1160
"Block Group 2, Census Tract 1517, Allegheny County, Pennsylvania",1500000US420031517002,649
"Block Group 5, Census Tract 1517, Allegheny County, Pennsylvania",1500000US420031517005,898
"Block Group 2, Census Tract 1608, Allegheny County, Pennsylvania",1500000US420031608002,680
"Block Group 1, Census Tract 1610, Allegheny County, Pennsylvania",1500000US420031610001,2666
"Block Group 3, Census Tract 1702, Allegheny County, Pennsylvania",1500000US420031702003,1249
"Block Group 2, Census Tract 1706, Allegheny County, Pennsylvania",1500000US420031706002,643
"Block Group 3, Census Tract 1803, Allegheny County, Pennsylvania",1500000US420031803003,596
"Block Group 3, Census Tract 1807, Allegheny County, Pennsylvania",1500000US420031807003,790
"Block Group 1, Census Tract 1911, Allegheny County, Pennsylvania",1500000US420031911001,935
"Block Group 5, Census Tract 1918, Allegheny County, Pennsylvania",1500000US420031918005,702
"Block Group 1, Census Tract 1919, Allegheny County, Pennsylvania",1500000US420031919001,777
"Block Group 1, Census Tract 1920, Allegheny County, Pennsylvania",1500000US420031920001,682
"Block Group 4, Census Tract 1920, Allegheny County, Pennsylvania",1500000US420031920004,898
"Block Group 2, Census Tract 2022, Allegheny County, Pennsylvania",1500000US420032022002,549
"Block Group 1, Census Tract 114.02, Centre County, Pennsylvania",1500000US420270114021,811
"Block Group 2, Census Tract 115.01, Centre County, Pennsylvania",1500000US420270115012,1256
"Block Group 1, Census Tract 119.03, Centre County, Pennsylvania",1500000US420270119031,1650
"Block Group 3, Census Tract 119.04, Centre County, Pennsylvania",1500000US420270119043,879
"Block Group 1, Census Tract 120, Centre County, Pennsylvania",1500000US420270120001,1424
"Block Group 4, Census Tract 120, Centre County, Pennsylvania",1500000US420270120004,729
"Block Group 1, Census Tract 122, Centre County, Pennsylvania",1500000US420270122001,5753
"Block Group 1, Census Tract 124, Centre County, Pennsylvania",1500000US420270124001,1157
"Block Group 1, Census Tract 125, Centre County, Pennsylvania",1500000US420270125001,794
"Block Group 1, Census Tract 126, Centre County, Pennsylvania",1500000US420270126001,1887
"Block Group 2, Census Tract 127, Centre County, Pennsylvania",1500000US420270127002,1029
"Block Group 2, Census Tract 128, Centre County, Pennsylvania",1500000US420270128002,1362
"Block Group 1, Census Tract 3001.01, Chester County, Pennsylvania",1500000US420293001011,751
"Block Group 4, Census Tract 3001.01, Chester County, Pennsylvania",1500000US420293001014,2353
"Block Group 1, Census Tract 3001.04, Chester County, Pennsylvania",1500000US420293001041,2869
"Block Group 2, Census Tract 3001.06, Chester County, Pennsylvania",1500000US420293001062,1867
"Block Group 2, Census Tract 3001.07, Chester County, Pennsylvania",1500000US420293001072,1256
"Block Group 2, Census Tract 3002.01, Chester County, Pennsylvania",1500000US420293002012,2050
"Block Group 1, Census Tract 3002.02, Chester County, Pennsylvania",1500000US420293002021,1442
"Block Group 4, Census Tract 3002.02, Chester County, Pennsylvania",1500000US420293002024,1891
"Block Group 3, Census Tract 3003.01, Chester County, Pennsylvania",1500000US420293003013,2460
"Block Group 3, Census Tract 3003.02, Chester County, Pennsylvania",1500000US420293003023,1239
"Block Group 1, Census Tract 3004, Chester County, Pennsylvania",1500000US420293004001,12
"Block Group 4, Census Tract 3004, Chester County, Pennsylvania",1500000US420293004004,766
"Block Group 3, Census Tract 3005.01, Chester County, Pennsylvania",1500000US420293005013,860
"Block Group 1, Census Tract 3005.02, Chester County, Pennsylvania",1500000US420293005021,47
"Block Group 4, Census Tract 3005.02, Chester County, Pennsylvania",1500000US420293005024,1241
"Block Group 4, Census Tract 3006, Chester County, Pennsylvania",1500000US420293006004,2134
"Block Group 3, Census Tract 3007, Chester County, Pennsylvania",1500000US420293007003,2023
"Block Group 3, Census Tract 3008, Chester County, Pennsylvania",1500000US420293008003,1508
"Block Group 3, Census Tract 3009, Chester County, Pennsylvania",1500000US420293009003,935
"Block Group 3, Census Tract 3014.02, Chester County, Pennsylvania",1500000US420293014023,1070
"Block Group 2, Census Tract 3015, Chester County, Pennsylvania",1500000US420293015002,798
"Block Group 1, Census Tract 3017, Chester County, Pennsylvania",1500000US420293017001,936
"Block Group 2, Census Tract 3018, Chester County, Pennsylvania",1500000US420293018002,1254
"Block Group 1, Census Tract 3019, Chester County, Pennsylvania",1500000US420293019001,2145
"Block Group 1, Census Tract 3020, Chester County, Pennsylvania",1500000US420293020001,1578
"Block Group 1, Census Tract 3021.02, Chester County, Pennsylvania",1500000US420293021021,834
"Block Group 1, Census Tract 3021.03, Chester County, Pennsylvania",1500000US420293021031,240
"Block Group 4, Census Tract 3021.03, Chester County, Pennsylvania",1500000US420293021034,2447
"Block Group 2, Census Tract 125.01, Lancaster County, Pennsylvania",1500000US420710125012,2506
"Block Group 2, Census Tract 125.02, Lancaster County, Pennsylvania",1500000US420710125022,1732
"Block Group 1, Census Tract 126.01, Lancaster County, Pennsylvania",1500000US420710126011,1538
"Block Group 5, Census Tract 126.01, Lancaster County, Pennsylvania",1500000US420710126015,1106
"Block Group 1, Census Tract 130.01, Lancaster County, Pennsylvania",1500000US420710130011,1604
"Block Group 1, Census Tract 130.02, Lancaster County, Pennsylvania",1500000US420710130021,1591
"Block Group 1, Census Tract 131.01, Lancaster County, Pennsylvania",1500000US420710131011,2901
"Block Group 2, Census Tract 131.02, Lancaster County, Pennsylvania",1500000US420710131022,1216
"Block Group 3, Census Tract 132.02, Lancaster County, Pennsylvania",1500000US420710132023,1508
"Block Group 2, Census Tract 132.03, Lancaster County, Pennsylvania",1500000US420710132032,1922
"Block Group 1, Census Tract 132.04, Lancaster County, Pennsylvania",1500000US420710132041,1885
"Block Group 4, Census Tract 132.04, Lancaster County, Pennsylvania",1500000US420710132044,714
"Block Group 2, Census Tract 133.01, Lancaster County, Pennsylvania",1500000US420710133012,1773
"Block Group 2, Census Tract 133.03, Lancaster County, Pennsylvania",1500000US420710133032,1883
"Block Group 1, Census Tract 133.05, Lancaster County, Pennsylvania",1500000US420710133051,1152
"Block Group 1, Census Tract 133.06, Lancaster County, Pennsylvania",1500000US420710133061,1993
"Block Group 1, Census Tract 134, Lancaster County, Pennsylvania",1500000US420710134001,1695
"Block Group 2, Census Tract 135.02, Lancaster County, Pennsylvania",1500000US420710135022,642
"Block Group 1, Census Tract 137.01, Lancaster County, Pennsylvania",1500000US420710137011,1163
"Block Group 1, Census Tract 137.03, Lancaster County, Pennsylvania",1500000US420710137031,1811
"Block Group 4, Census Tract 137.03, Lancaster County, Pennsylvania",1500000US420710137034,1542
"Block Group 1, Census Tract 138, Lancaster County, Pennsylvania",1500000US420710138001,1206
"Block Group 1, Census Tract 139.01, Lancaster County, Pennsylvania",1500000US420710139011,870
"Block Group 4, Census Tract 139.01, Lancaster County, Pennsylvania",1500000US420710139014,1141
"Block Group 3, Census Tract 139.02, Lancaster County, Pennsylvania",1500000US420710139023,874
"Block Group 3, Census Tract 140, Lancaster County, Pennsylvania",1500000US420710140003,1218
"Block Group 1, Census Tract 141.01, Lancaster County, Pennsylvania",1500000US420710141011,2210
"Block Group 1, Census Tract 141.02, Lancaster County, Pennsylvania",1500000US420710141021,2338
"Block Group 2, Census Tract 142.01, Lancaster County, Pennsylvania",1500000US420710142012,2200
"Block Group 2, Census Tract 142.02, Lancaster County, Pennsylvania",1500000US420710142022,2272
"Block Group 2, Census Tract 143.01, Lancaster County, Pennsylvania",1500000US420710143012,1399
"Block Group 3, Census Tract 143.02, Lancaster County, Pennsylvania",1500000US420710143023,1113
"Block Group 2, Census Tract 146.01, Lancaster County, Pennsylvania",1500000US420710146012,2362
"Block Group 1, Census Tract 146.04, Lancaster County, Pennsylvania",1500000US420710146041,2174
"Block Group 2, Census Tract 147, Lancaster County, Pennsylvania",1500000US420710147002,1397
"Block Group 2, Census Tract 1, Lawrence County, Pennsylvania",1500000US420730001002,2445
"Block Group 2, Census Tract 3, Lawrence County, Pennsylvania",1500000US420730003002,1231
"Block Group 2, Census Tract 4, Lawrence County, Pennsylvania",1500000US420730004002,614
"Block Group 2, Census Tract 7, Lawrence County, Pennsylvania",1500000US420730007002,882
"Block Group 1, Census Tract 9, Lawrence County, Pennsylvania",1500000US420730009001,556
"Block Group 2, Census Tract 83.01, Philadelphia County, Pennsylvania",1500000US421010083012,1797
"Block Group 5, Census Tract 85, Philadelphia County, Pennsylvania",1500000US421010085005,1239
"Block Group 1, Census Tract 86.01, Philadelphia County, Pennsylvania",1500000US421010086011,1149
"Block Group 3, Census Tract 86.02, Philadelphia County, Pennsylvania",1500000US421010086023,841
"Block Group 3, Census Tract 87.01, Philadelphia County, Pennsylvania",1500000US421010087013,1926
"Block Group 3, Census Tract 87.02, Philadelphia County, Pennsylvania",1500000US421010087023,1488
"Block Group 2, Census Tract 88.02, Philadelphia County, Pennsylvania",1500000US421010088022,1431
"Block Group 5, Census Tract 88.02, Philadelphia County, Pennsylvania",1500000US421010088025,1127
"Block Group 3, Census Tract 90, Philadelphia County, Pennsylvania",1500000US421010090003,3471
"Block Group 3, Census Tract 91, Philadelphia County, Pennsylvania",1500000US421010091003,1554
"Block Group 1, Census Tract 93, Philadelphia County, Pennsylvania",1500000US421010093001,599
"Block Group 4, Census Tract 93, Philadelphia County, Pennsylvania",1500000US421010093004,799
"Block Group 2, Census Tract 94, Philadelphia County, Pennsylvania",1500000US421010094002,1258
"Block Group 1, Census Tract 95, Philadelphia County, Pennsylvania",1500000US421010095001,684
"Block Group 1, Census Tract 96, Philadelphia County, Pennsylvania",1500000US421010096001,1197
"Block Group 4, Census Tract 101, Philadelphia County, Pennsylvania",1500000US421010101004,922
"Block Group 7, Census Tract 101, Philadelphia County, Pennsylvania",1500000US421010101007,712
"Block Group 3, Census Tract 102, Philadelphia County, Pennsylvania",1500000US421010102003,1341
"Block Group 1, Census Tract 104, Philadelphia County, Pennsylvania",1500000US421010104001,1455
"Block Group 1, Census Tract 105, Philadelphia County, Pennsylvania",1500000US421010105001,1604
"Block Group 2, Census Tract 106, Philadelphia County, Pennsylvania",1500000US421010106002,791
"Block Group 3, Census Tract 107, Philadelphia County, Pennsylvania",1500000US421010107003,1247
"Block Group 3, Census Tract 108, Philadelphia County, Pennsylvania",1500000US421010108003,1189
"Block Group 3, Census Tract 109, Philadelphia County, Pennsylvania",1500000US421010109003,973
"Block Group 3, Census Tract 110, Philadelphia County, Pennsylvania",1500000US421010110003,872
"Block Group 2, Census Tract 111, Philadelphia County, Pennsylvania",1500000US421010111002,1034
"Block Group 1, Census Tract 112, Philadelphia County, Pennsylvania",1500000US421010112001,644
"Block Group 4, Census Tract 112, Philadelphia County, Pennsylvania",1500000US421010112004,933
"Block Group 7, Census Tract 112, Philadelphia County, Pennsylvania",1500000US421010112007,839
"Block Group 3, Census Tract 118, Philadelphia County, Pennsylvania",1500000US421010118003,1138
"Block Group 6, Census Tract 118, Philadelphia County, Pennsylvania",1500000US421010118006,680
"Block Group 3, Census Tract 119, Philadelphia County, Pennsylvania",1500000US421010119003,916
"Block Group 1, Census Tract 120, Philadelphia County, Pennsylvania",1500000US421010120001,1943
"Block Group 1, Census Tract 122.01, Philadelphia County, Pennsylvania",1500000US421010122011,1237
"Block Group 1, Census Tract 122.03, Philadelphia County, Pennsylvania",1500000US421010122031,658
"Block Group 3, Census Tract 122.04, Philadelphia County, Pennsylvania",1500000US421010122043,935
"Block Group 2, Census Tract 125.01, Philadelphia County, Pennsylvania",1500000US421010125012,4
"Block Group 2, Census Tract 125.02, Philadelphia County, Pennsylvania",1500000US421010125022,2052
"Block Group 5, Census Tract 125.02, Philadelphia County, Pennsylvania",1500000US421010125025,1015
"Block Group 2, Census Tract 2023, Allegheny County, Pennsylvania",1500000US420032023002,1107
"Block Group 2, Census Tract 2413, Allegheny County, Pennsylvania",1500000US420032413002,1068
"Block Group 2, Census Tract 2509, Allegheny County, Pennsylvania",1500000US420032509002,443
"Block Group 1, Census Tract 2607, Allegheny County, Pennsylvania",1500000US420032607001,718
"Block Group 2, Census Tract 2613, Allegheny County, Pennsylvania",1500000US420032613002,998
"Block Group 3, Census Tract 2614, Allegheny County, Pennsylvania",1500000US420032614003,564
"Block Group 2, Census Tract 2615, Allegheny County, Pennsylvania",1500000US420032615002,805
"Block Group 3, Census Tract 2620, Allegheny County, Pennsylvania",1500000US420032620003,591
